time_stamp in UTC,Device ID,dist
30-11-2023 11:58,9097656,28
30-11-2023 11:58,9097656,27.98
30-11-2023 11:58,9097656,5.8
30-11-2023 12:00,9097656,1182.32
30-11-2023 12:01,9097656,
30-11-2023 12:02,9097656,18.72
30-11-2023 12:04,9097656,
